id,total_men,total_women,total_pop,age_0_10,age_11_19,age_20_39,age_40_59,age_60_and_over,age1,age2,age3,age4,age5,illiteracy,illiteracy11_19,illiteracy20_39,illiteracy40_59,illiteracy_60,illiteracy_m,illiteracy_f,illiteracy_m_11_19,illiteracy_f_11_19,illiteracy_m_21_39,illiteracy_f_21_39,illiteracy_m_40_59,illiteracy_f_40_59,illiteracy_m_60,illiteracy_f_60,orthodox,protestant,rcatholic,muslim,otherrel,orthd,cthlc,evngl,muslm,othr_r,s_lang_srb_cro_svn,s_lang_othr_slavic,s_lang_hungarian,s_lang_german,s_lang_albanian,s_lang_other,t_employed_agriculture_perc,t_employed_agriculture_men_perc,t_employed_agriculture_women_perc,t_employed_industry_perc,t_employed_industry_men_perc,t_employed_industry_women_perc,t_employed_commerce_perc,t_employed_commerce_men_perc,t_employed_commerce_women_perc,t_employed_public_service_perc,t_employed_public_service_men_perc,t_employed_public_service_women_perc,t_employed_other_perc,t_employed_other_men_perc,t_employed_other_women_perc
360,13328,12590,25918,8069,4690,7578,3838,1743,31.1,18.1,29.2,14.8,6.7,87.2,79.33901919,86.51359198,93.38196978,97.24612737,78.2,96.3,67.5,92.7,76.8,96.1,87.7,99.2,94.5,99.8,37,0,5.7,57.2,0.00,9600,1481,1,14836,0,46.81,0.03,0.00,0.01,49.664,3.49,97.18254897,96.21501664,98.85155253,0.780457348,1.084946369,0.255210549,0.499492703,0.764394033,0.042535091,1.162881449,1.57810381,0.44661846,0.374619527,0.357539144,0.404083369
361,7933,7893,15826,4840,2478,4440,2508,1560,30.6,15.7,28.1,15.8,9.9,52.8,35.51251009,45.22522523,63.87559809,83.78205128,25.1,79.5,9.8,58.8,13,76.5,30.3,94.3,70.7,99.2,98.6,0,0.8,0.7,0.01,15600,121,0,103,2,99.87,0.09,0.01,0.01,0.000,0.01,85.98584709,81.68574402,94.58784346,6.077424726,8.449531738,1.332223147,1.2765367,1.789802289,0.24979184,3.732482309,4.994797086,1.207327227,2.927709172,3.08012487,2.622814321
362,15977,14811,30788,9374,5229,9233,4552,2400,30.4,17,30,14.8,7.8,69,57.88869765,62.15747861,82.31546573,94.33333333,52.7,86.8,40.1,78.4,43.4,84.5,70,93.6,90.5,98,56,0.1,2.4,41,0.48,17245,754,18,12623,148,71.20,0.65,0.27,0.26,18.800,8.82,68.99329816,61.08306108,89.35031847,11.29331242,14.39461439,3.312101911,5.988877798,8.048708049,0.687898089,9.239982889,11.88001188,2.445859873,4.484528732,4.593604594,4.203821656
363,20762,18227,38989,8233,5484,14440,6496,4336,21.1,14.1,37,16.7,11.1,26.8,10.28446389,15.01385042,40.13238916,67.13560886,11.8,44.4,3.9,18.1,6.4,28.7,15.2,60.5,46.2,82,63.4,0.1,35.1,1.1,0.25,24715,13702,53,421,98,97.07,1.70,0.18,0.53,0.121,0.40,45.36077641,35.52205977,71.2655425,13.1042243,15.40302756,7.051609607,6.634160064,7.905291758,3.287344575,25.58957288,33.52309484,4.701073071,9.311266351,7.646526071,13.69443025
364,7001,7979,14980,4288,2258,4498,2271,1665,28.6,15.1,30,15.2,11.1,63.8,48.22852081,53.35704758,78.02730075,93.81381381,34.1,88.2,12.5,78.8,17.7,84.1,51.3,96.8,87.2,99.4,58,0,28.5,13.5,0.05,8689,4268,0,2015,8,99.94,0.05,0.00,0.00,0.000,0.01,94.71442886,92.22024075,97.9130932,1.515531062,2.273740526,0.543167524,1.928857715,3.053945609,0.485991995,1.315130261,2.050824788,0.371640938,0.526052104,0.401248328,0.686106346
365,11894,11712,23606,8578,3894,6157,3026,1951,36.3,16.5,26.1,12.8,8.3,76,64.663585,72.48660062,85.78982155,94.41312148,59.5,92,47.5,84.2,50.7,91.9,71.7,97.1,90.7,99.2,53.6,0,0.2,46.3,0.00,12642,36,1,10927,0,99.47,0.06,0.00,0.01,0.000,0.45,88.83341824,87.21612273,92.22994315,4.431991849,5.4895473,2.210991788,1.884870097,2.571815311,0.442198358,2.394294447,2.992931268,1.137081491,2.455425369,1.729583396,3.979785218
366,12384,12901,25285,8097,3794,7804,3653,1937,32,15,30.9,14.4,7.7,70.5,64.28571429,63.55715018,79.87955105,93.2885906,46.4,93.3,37.3,88.5,34.1,92.2,60.2,97.9,87.4,99,71.3,0,5.3,23.4,0.01,18018,1348,0,5917,2,99.87,0.11,0.01,0.01,0.000,0.00,92.69698911,89.87522745,97.22569879,2.13805253,2.963348063,0.813516896,1.201153107,1.871588251,0.125156446,3.122998078,4.600987783,0.750938673,0.840807175,0.688848453,1.084689195
367,17991,19205,37196,11337,5833,10447,5748,3831,30.5,15.7,28.1,15.5,10.3,52.1,33.44762558,43.17986025,65.43145442,85.01696685,25.2,76.3,10.7,54.9,12.4,71,33.4,92.2,70.6,97.9,98.3,0,1,0.7,0.02,36559,366,1,264,6,99.66,0.14,0.01,0.04,0.089,0.06,87.88885005,84.95575221,92.92497626,3.215658861,4.295722714,1.36119025,1.840848188,2.498156342,0.712250712,3.285564488,4.572271386,1.076289965,3.769078411,3.678097345,3.925292814
368,6175,6073,12248,4526,1969,3311,1626,816,37,16.1,27,13.3,6.7,63,46.8257999,59.80066445,76.01476015,89.46078431,38.6,87.1,15.9,76.7,30.4,88.2,57.4,92.6,83.2,98,87.6,0,0.2,12.1,0.00,10731,29,0,1488,0,99.92,0.05,0.00,0.00,0.000,0.03,88.42268842,85.46307151,94.23963134,4.914529915,6.242672919,2.304147465,1.806526807,2.608440797,0.230414747,2.156177156,2.696365768,1.094470046,2.7000777,2.989449004,2.131336406
369,22975,21713,44688,13509,7046,12876,7464,3793,30.2,15.8,28.8,16.7,8.5,79.2,69.33011638,77.11245728,85.16881029,93.01344582,67.9,90.8,57.5,83.7,62.9,90.2,76.4,94.6,88.3,97.7,29.1,0,5.3,65.6,0.02,13013,2348,0,29320,7,31.29,0.24,0.13,0.01,60.998,7.33,80.38469049,76.10103166,89.74957225,6.092560047,7.748132337,2.473168455,2.621558289,3.699750978,0.264426816,3.788322593,4.973319104,1.197697931,7.11286858,7.47776592,6.315134547
370,16963,16233,33196,11778,5919,8238,4760,2501,35.5,17.8,24.8,14.3,7.5,68.3,53.60702821,64.39669823,80.50420168,92.4830068,49.1,87.8,30.8,80,41.3,86.4,66.2,94.3,87.5,97.8,71.4,0,0.9,27.7,0.04,23698,298,1,9187,12,99.83,0.10,0.04,0.02,0.003,0.01,82.97112019,79.84148503,90.24981809,5.083138856,6.090311816,2.740722775,2.268086348,3.024298676,0.509337861,5.177946324,6.663885702,1.722047053,4.499708285,4.380018772,4.778074218
371,21418,21486,42904,12719,7176,11757,7029,4223,29.6,16.7,27.4,16.4,9.8,56.9,40.05016722,49.05162882,68.26006544,88.46791381,32.4,80.9,18,61.4,21,78.3,41.8,93.7,76.7,98.5,78,0,11.9,10.1,0.02,33474,5094,3,4324,9,87.97,0.17,0.01,0.03,11.666,0.15,74.09899338,68.28805585,86.87239366,8.079069525,10.87418425,1.934945788,4.021279925,5.273941418,1.267723103,7.307150681,9.576567006,2.318598832,6.493506494,5.98725148,7.606338616
372,18541,17650,36191,11212,6076,10069,5938,2896,31,16.8,27.8,16.4,8,93,85.54970375,93.17707816,97.28864938,99.03314917,88.2,97.8,78.8,94.4,88.4,97.8,94.7,99.7,97.9,99.9,10.8,0,1.9,87.3,0.00,3918,674,1,31597,1,19.28,0.03,0.02,0.01,76.726,3.94,96.94565649,95.63799789,99.30147642,1.065336884,1.603806838,0.095253215,0.555335184,0.854776172,0.015875536,1.139003797,1.691928093,0.142879822,0.294667649,0.211491012,0.444515002
373,7937,8133,16070,5866,2623,4357,2150,1074,36.5,16.3,27.1,13.4,6.7,81.4,74.07548608,78.17305485,88.79069767,97.57914339,67.5,94.6,58,89.3,60.4,94.6,77.2,98.9,96.4,99.1,62.3,0,0.3,37.4,0.01,10008,49,1,6011,1,99.79,0.03,0.01,0.04,0.000,0.12,93.53634871,91.57353599,97.48314607,2.507836991,3.375055878,0.764044944,1.194208091,1.721054984,0.134831461,1.612180923,2.14573089,0.539325843,1.149425287,1.184622262,1.078651685
374,11196,11325,22521,7488,3203,6188,3391,2251,33.2,14.2,27.5,15.1,10,53.5,34.06181705,45.7498384,65.43792392,84.49577965,27.5,78.6,10.9,54.5,16.2,76.4,36.1,93,69.9,98.4,99.1,0,0.2,0.7,0.01,22320,48,0,150,3,99.94,0.02,0.02,0.01,0.000,0.00,94.69130948,93.2004166,97.59490003,2.35941801,3.139413778,0.840336134,0.589854503,0.788573129,0.202839757,1.700747149,2.216932004,0.695450594,0.658670861,0.654664484,0.666473486
375,14375,13917,28292,9361,5687,7077,3806,2361,33.1,20.1,25,13.5,8.3,82.8,74.09882187,80.47195139,91.09301104,97.54341381,71.5,94.3,62.6,88.4,65.8,94.5,81.8,98.4,95.7,99.6,42.4,0,0,57.5,0.10,11992,7,0,16265,28,99.89,0.02,0.00,0.00,0.018,0.07,93.88472352,92.02453988,97.52772643,2.4211184,3.421425201,0.462107209,1.405810684,2.05285512,0.138632163,1.351140269,1.816894762,0.439001848,0.937207123,0.68428504,1.432532348
376,8537,8065,16602,5838,3191,4042,2189,1342,35.2,19.2,24.3,13.2,8.1,89.2,83.76684425,85.67540821,97.44175423,99.03129657,80.3,98.3,73.9,96.3,73.2,98.3,94.5,99.8,98.2,99.8,16.3,0,0,83.6,0.04,2711,5,0,13880,6,97.48,0.01,0.00,0.00,2.470,0.04,97.53154142,96.59766346,99.41980937,0.493691717,0.655872105,0.165768753,0.438837082,0.614880098,0.082884376,1.398793198,1.988112318,0.207210941,0.137136588,0.143472023,0.124326564
377,13826,14240,28066,8353,3865,8499,5052,2297,29.8,13.8,30.3,18,8.2,70.6,64.21733506,65.78420991,76.12826603,87.28776665,46.8,93.3,36.9,91.8,41.3,90.6,52.4,96.1,74.5,98.7,99,0,0.8,0.1,0.01,27794,231,0,38,3,99.69,0.15,0.05,0.04,0.000,0.07,93.1031982,90.25629446,98.21573398,3.807382696,5.600090324,0.587996756,1.203858148,1.795190245,0.141930251,1.356153456,1.761318731,0.628548256,0.529407499,0.587106244,0.425790754
378,11264,12299,23563,7243,3700,2257,11264,12299,30.7,15.7,9.6,54.3,28.4,76.9,33.95729746,44.78807124,69.40540541,90.56269384,28.4,76.9,9.1,54.5,17.2,72.1,41.6,92.3,80,98,76.9,0,4.2,23.5,0.06,17011,996,4,5539,13,99.45,0.28,0.02,0.19,0.059,0.00,77.66195727,69.09799555,91.56871609,6.469676085,9.075723831,2.237793852,5.461750517,7.906458797,1.491862568,8.123707788,12.20768374,1.491862568,2.282908339,1.712138085,3.209764919
